Tipo de produto florestal;Tipo de Floresta;Tipo de Uso;Tipo de produto extrativo (com código);Tipo de produto extrativo;Unidade de Medida PEVS;Unidade de Medida transformada;Ano_PEVS;Quantidade PEVS;Quantidade transformada;Valor (mil reais)
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2001;1729319;13834552;226646
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2002;1955377;15643016;441571
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2003;2227206;17817648;598359
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2004;2185950;17487600;640887
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2005;2972405;23779240;848404
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2006;2505733;20045864;761449
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2007;2530425;20243400;836481
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2008;2221990;17775920;870217
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2009;1639779;13118232;672791
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2010;1502997;12023976;650614
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2011;1351192;10809536;628049
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2012;1159695;9277560;577786
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2013;1006254;8050032;552102
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2014;1021062;8168496;598373
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;1994;89747722;89747722;303614
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;1995;84795387;84795387;342064
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;1996;67377486;67377486;296973
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;1997;62461750;62461750;307311
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;1998;58347879;58347879;335500
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;1999;54672259;54672259;292367
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2000;50395399;50395399;280041
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2001;49001583;49001583;324008
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2002;49502542;49502542;447172
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2003;47232026;47232026;389031
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2004;47168345;47168345;432193
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2005;45421627;45421627;460115
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2006;45159866;45159866;504767
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2007;43910054;43910054;555032
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2008;42117639;42117639;568836
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2009;41439567;41439567;631186
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2010;38207117;38207117;624293
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2011;37574207;37574207;693421
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2012;34313637;34313637;681643
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2013;30955224;30955224;670408
PFM;Floresta Natural;Madeira para Combustível;7.2 - Lenha (Metros cúbicos);Lenha (extrativismo);Metros cúbicos;Metros cúbicos;2014;28907314;28907314;636735
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;1994;62526820;62526820;2269659
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;1995;61588270;61588270;2450981
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;1996;49855821;49855821;1845840
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;1997;26303849;26303849;971055
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;1998;22149783;22149783;929108
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;1999;21310243;21310243;967771
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2000;21918527;21918527;903519
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2001;20069287;20069287;995282
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2002;21374527;21374527;1388786
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2003;20663328;20663328;1545491
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2004;19102794;19102794;1623903
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2005;17372428;17372428;1645368
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2006;17985901;17985901;1911143
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2007;16388609;16388609;1801065
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2008;14127359;14127359;1822383
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2009;15248187;15248187;2570976
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2010;12655284;12655284;2156390
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2011;14116711;14116711;2709414
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2012;14925501;14925501;2006514
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2013;13519281;13519281;1903760
PFM;Floresta Natural;Madeira para Indústria;7.3 - Madeira em tora (Metros cúbicos);Madeira em tora (extrativismo);Metros cúbicos;Metros cúbicos;2014;13807066;13807066;2017175
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;1994;107515;107515;28497
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;1995;99263;99263;26318
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;1996;127308;127308;36541
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;1997;122519;122519;37742
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;1998;122077;122077;40193
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;1999;119664;119664;48520
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2000;116889;116889;45497
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2001;114563;114563;43595
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2002;113935;113935;65222
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2003;113395;113395;77328
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2004;118723;118723;95069
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2005;119031;119031;98892
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2006;117150;117150;102214
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2007;114874;114874;113268
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2008;110636;110636;115636
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2009;109299;109299;121351
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2010;106055;106055;130940
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2011;102499;102499;142208
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2012;97820;97820;127609
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2013;89739;89739;121854
PFNM;Floresta Natural;Oleaginosos;8.1 - Babaçu (amêndoa) (Toneladas);Babaçu (amêndoa);Toneladas;Toneladas;2014;83917;83917;123153
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;1994;65;65;62
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;1995;72;72;114
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;1996;279;279;534
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;1997;313;313;659
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;1998;398;398;858
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;1999;408;408;983
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2000;408;408;1038
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2001;414;414;1056
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2002;453;453;1340
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2003;463;463;1347
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2004;459;459;1526
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2005;479;479;1741
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2006;502;502;2040
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2007;523;523;3790
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2008;514;514;3788
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2009;538;538;4148
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2010;580;580;4908
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2011;214;214;2178
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2012;127;127;1725
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2013;153;153;2514
PFNM;Floresta Natural;Oleaginosos;8.2 - Copaíba (óleo) (Toneladas);Copaíba (óleo);Toneladas;Toneladas;2014;164;164;3420
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;1994;44;44;12
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;1995;48;48;12
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;1996;23;23;5
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;1997;43;43;37
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;1998;12;12;14
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;1999;16;16;20
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2000;10;10;14
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2001;38;38;64
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2002;18;18;46
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2003;97;97;335
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2004;89;89;312
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2005;110;110;440
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2006;90;90;571
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2007;97;97;542
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2008;86;86;644
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2009;97;97;710
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2010;95;95;744
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2011;103;103;925
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2012;93;93;852
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2013;91;91;762
PFNM;Floresta Natural;Oleaginosos;8.3 - Cumaru (amêndoa) (Toneladas);Cumaru (amêndoa);Toneladas;Toneladas;2014;103;103;989
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;1994;7716;7716;2402
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;1995;6696;6696;1996
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;1996;6249;6249;1987
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;1997;6019;6019;2065
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;1998;5640;5640;712
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;1999;5278;5278;1800
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2000;5055;5055;1948
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2001;5106;5106;2203
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2002;5060;5060;2853
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2003;5093;5093;4533
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2004;5052;5052;4536
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2005;5178;5178;4187
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2006;5090;5090;3851
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2007;5355;5355;4508
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2008;4649;4649;3714
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2009;4654;4654;3816
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2010;4307;4307;3623
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2011;4213;4213;4105
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2012;3925;3925;4017
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2013;3760;3760;4747
PFNM;Floresta Natural;Oleaginosos;8.4 - Licuri (coquilho) (Toneladas);Licuri (coquilho);Toneladas;Toneladas;2014;3744;3744;3974
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;1994;1113;1113;105
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;1995;13613;13613;1020
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;1996;844;844;78
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;1997;1445;1445;142
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;1998;172;172;49
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;1999;139;139;39
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;2000;911;911;154
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;2001;249;249;27
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;2002;167;167;17
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;2003;1077;1077;190
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;2004;102;102;16
PFNM;Floresta Natural;Oleaginosos;8.5 - Oiticica (semente) (Toneladas);Oiticica (semente);Toneladas;Toneladas;2005;1379;1379;277
