Tipo de produto florestal;Tipo de Floresta;Tipo de Uso;Tipo de produto extrativo (com código);Tipo de produto extrativo;Unidade de Medida PEVS;Unidade de Medida transformada;Ano_PEVS;Quantidade PEVS;Quantidade transformada;Valor (mil reais)
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;1997;349594;349594;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;1998;356255;356255;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;1999;351230;351230;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2000;295953;295953;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2001;320625;320625;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2002;43914;43914;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2003;177945;177945;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2004;140365;140365;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2005;136109;136109;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2006;90485;90485;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2007;125118;125118;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2008;90648;90648;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2009;33059;33059;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2010;87610;87610;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2011;94727;94727;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2012;100540;100540;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2013;207225;207225;0
PFM;Floresta Natural;Madeira para Indústria - subdivisão;9.3 - Pinheiro brasileiro (madeira em tora) (Metros cúbicos);Pinheiro brasileiro (madeira em tora);Metros cúbicos;Metros cúbicos;2014;141225;141225;0
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;1994;651;651;65
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;1995;577;577;83
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;1996;466;466;85
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;1997;438;438;74
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;1998;421;421;52
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;1999;372;372;66
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2000;380;380;83
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2001;347;347;93
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2002;343;343;474
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2003;316;316;488
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2004;280;280;449
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2005;231;231;179
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2006;199;199;87
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2007;198;198;82
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2008;187;187;93
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2009;168;168;90
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2010;193;193;97
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2011;170;170;113
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2012;161;161;132
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2013;140;140;121
PFNM;Floresta Natural;Tanantes;10.1 - Angico (casca) (Toneladas);Angico (casca);Toneladas;Toneladas;2014;131;131;118
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;1994;14;14;7
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;1995;12;12;3
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;1996;12;12;4
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;1997;11;11;5
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;1998;12;12;1
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;1999;12;12;4
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2000;12;12;6
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2001;12;12;5
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2002;11;11;5
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2003;12;12;15
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2004;7;7;4
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2005;6;6;4
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2006;6;6;4
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2007;6;6;6
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2008;6;6;7
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2009;7;7;9
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2010;7;7;9
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2011;7;7;9
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2012;7;7;10
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2013;6;6;8
PFNM;Floresta Natural;Tanantes;10.2 - Barbatimão (casca) (Toneladas);Barbatimão (casca);Toneladas;Toneladas;2014;5;5;8
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;1994;7;7;4
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;1995;6;6;4
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;1996;7;7;4
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;1997;6;6;4
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;1998;5;5;4
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;1999;4;4;3
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2000;5;5;4
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2001;5;5;4
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2002;4;4;4
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2003;4;4;5
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2004;4;4;6
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2005;6;6;13
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2006;4;4;8
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2007;4;4;8
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2008;4;4;8
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2009;6;6;20
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2010;2;2;13
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2011;1;1;16
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2012;2;2;20
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2013;2;2;17
PFNM;Floresta Natural;Tanantes;10.3 - Outros (Toneladas);Outros tanantes;Toneladas;Toneladas;2014;2;2;16
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;1994;2382695;19061560;219300
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;1995;2481839;19854712;270909
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;1996;2602540;20820320;296519
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;1997;3781567;30252536;437731
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;1998;3042789;24342312;358404
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;1999;2536847;20294776;345324
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2000;2385516;19084128;364892
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2001;2092309;16738472;338996
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2002;2000266;16002128;549301
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2003;2154386;17235088;1006606
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2004;2157652;17261216;766693
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2005;2526437;20211496;831106
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2006;2608847;20870776;955382
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2007;3806044;30448352;1585241
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2008;3975393;31803144;2024014
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2009;3378492;27027936;1494748
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2010;3448210;27585680;1685924
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2011;4127781;33022248;2181583
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2012;5097809;40782472;2403494
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2013;5583166;44665328;2627459
PFM;Floresta Plantada;Madeira para Combustível;1.1 - Carvão vegetal (Toneladas);Carvão vegetal (silvicultura);Toneladas;Metros cúbicos;2014;6219325;49754600;3206919
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;1994;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;1995;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;1996;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;1997;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;1998;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;1999;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2000;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2001;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2002;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2003;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2004;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2005;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2006;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2007;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2008;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2009;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2010;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2011;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2012;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2013;5495273;43962184;2569532
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.1 - Carvão vegetal de eucalipto (Toneladas);Carvão vegetal de eucalipto (silvicultura);Toneladas;Metros cúbicos;2014;6142585;49140680;3151652
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;1994;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;1995;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;1996;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;1997;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;1998;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;1999;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2000;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2001;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2002;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2003;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2004;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2005;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2006;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2007;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2008;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2009;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2010;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2011;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2012;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2013;41016;328128;25922
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.2 - Carvão vegetal de pinus (Toneladas);Carvão vegetal de pinus (silvicultura);Toneladas;Metros cúbicos;2014;26406;211248;14475
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;1994;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;1995;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;1996;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;1997;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;1998;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;1999;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2000;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2001;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2002;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2003;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2004;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2005;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2006;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2007;0;0;0
PFM;Floresta Plantada;Madeira para Combustível - Subdivisão;1.1.3 - Carvão vegetal de outras espécies (Toneladas);Carvão vegetal de outras espécies (silvicultura);Toneladas;Metros cúbicos;2008;0;0;0
